order_number,customer_email,shop_code,shipping_address_code,status,ordered_at,currency,subtotal,discount_total,tax_total,total
ORD000588,cust0074@example.com,SHOP004,ADDR0093A,paid,2025-07-12T16:39:31+00:00,USD,1072.13,53.61,83.52,1102.04
ORD000589,cust0032@example.com,SHOP007,ADDR0113B,refunded,2026-04-02T15:35:42+00:00,EUR,3772.08,188.60,293.85,3877.33
ORD000590,cust0066@example.com,SHOP001,ADDR0004B,shipped,2025-10-19T14:16:30+00:00,EUR,6328.80,316.44,493.01,6505.37
ORD000591,cust0144@example.com,SHOP005,ADDR0046A,paid,2026-02-15T21:17:51+00:00,USD,4217.85,210.89,328.57,4335.53
ORD000592,cust0124@example.com,SHOP001,ADDR0054A,paid,2026-02-12T03:50:47+00:00,GBP,4375.26,218.76,340.83,4497.33
ORD000593,cust0050@example.com,SHOP003,ADDR0156B,paid,2025-01-09T15:35:24+00:00,EUR,9060.56,453.03,705.82,9313.35
ORD000594,cust0177@example.com,SHOP001,ADDR0087A,shipped,2025-04-22T00:47:18+00:00,EUR,10623.46,531.17,827.57,10919.86
ORD000595,cust0042@example.com,SHOP001,ADDR0048B,paid,2025-02-26T10:03:11+00:00,USD,8493.74,424.69,661.66,8730.71
ORD000596,cust0016@example.com,SHOP003,ADDR0048B,paid,2025-05-30T19:01:07+00:00,EUR,12424.70,621.24,967.88,12771.34
ORD000597,cust0032@example.com,SHOP004,ADDR0077A,shipped,2026-06-06T15:31:48+00:00,USD,2471.49,123.57,192.53,2540.45
ORD000598,cust0179@example.com,SHOP003,ADDR0110A,shipped,2025-10-16T10:16:06+00:00,EUR,3130.03,156.50,243.83,3217.36
ORD000599,cust0022@example.com,SHOP003,ADDR0174B,paid,2025-10-22T01:33:01+00:00,EUR,2817.87,140.89,219.51,2896.49
ORD000600,cust0075@example.com,SHOP003,ADDR0011A,paid,2025-08-10T16:41:02+00:00,USD,1244.87,62.24,96.98,1279.61
